Account Name,DBA,City,State,County,Business License App Category Name,Expire Date
Exotic Bird Ranch Inc.,Exotic Bird Ranch,Fort Collins,CO,LARIMER,Retail / Wholesale of Pet Animals,3/2/2026
Exotic Bird Ranch Inc.,Exotic Bird Ranch,Fort Collins,CO,LARIMER,Bird Breeder,3/2/2026
Exotic Bird Ranch Inc.,Exotic Bird Ranch,Fort Collins,CO,LARIMER,Pet Animal Small Shelter,3/2/2026
Exotic Bird Ranch Inc.,Exotic Bird Ranch,Fort Collins,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Exotic Bird Ranch Inc.,Exotic Bird Ranch,Fort Collins,CO,LARIMER,Bird Band,3/2/2026
Fabienne D Feutz,N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
Faith and Fork LLC,Furry Friends,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Falcon Kennel LLC,N/A,Peyton,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Falcon Kennel LLC,N/A,Peyton,CO,EL PASO,Small Scale Dog Breeder,3/2/2026
Falcon Kennel LLC,N/A,Peyton,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Fancy Pants Mobile Grooming,Fancy Pants Grooming Salon,Loma,CO,MESA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Faragalli Grooming Llc,N/A,Denver,CO,DENVER,Independent Contractor (IC) Pet Groomer,3/2/2026
"Farfel's Farm, LLC",Farfel's Farm and Rescue,Boulder,CO,BOULDER,Pet Animal Large Rescue,3/2/2026
Farmington Regional Animal Shelter,N/A,Farmington,NM,OUT OF STATE,Pet Transporter,3/2/2026
"Fawn's Grooming Salon, LLC",N/A,Milliken,CO,WELD,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
Feeder Frenzy Ltd.,Feeder Frenzy Reptiles,Arvada,CO,ADAMS,Retail / Wholesale of Pet Animals,3/2/2026
Feeder Frenzy Ltd.,Feeder Frenzy Reptiles,Arvada,CO,ADAMS,Reptile / Amphibian Breeder,3/2/2026
Feeder Frenzy Ltd.,Feeder Frenzy Reptiles,Arvada,CO,ADAMS,Small Animal Breeder,3/2/2026
Feeders Unlimited LLC,N/A,Greeley,CO,WELD,Retail / Wholesale of Pet Animals,3/2/2026
Feeders Unlimited LLC,N/A,Greeley,CO,WELD,Small Animal Breeder,3/2/2026
Feeders Unlimited LLC,N/A,Greeley,CO,WELD,Pet Animal Small Shelter,3/2/2026
"Feline Rescue Network, Inc.",Look What the Cat Brought In,Colorado Springs,CO,EL PASO,Pet Animal Small Shelter,3/2/2026
Fenrir LLC,Updog,Boulder,CO,BOULDER,Pet Boarding and/or Training,3/2/2026
Fenrir LLC,Updog,Boulder,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Fen's Haven,Fen's Haven,Peyton,CO,EL PASO,Pet Animal Sanctuary,3/2/2026
Fen's Haven,Fen's Haven,Peyton,CO,EL PASO,Pet Animal Small Shelter,3/2/2026
Ferret Dreams Rescue & Adoption,N/A,Denver,CO,DENVER,Pet Animal Small Shelter,3/2/2026
Fetch Boy LLC,K9 Resorts Luxury Pet Hotel of Lone Tree,Lone Tree,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026
Fetching Feathers,N/A,Bennett,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
Fetching Fido LLC,N/A,Centennial,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Filthy Bitches' Dog Wash Ltd.,N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Finney County Humane Society Inc,N/A,Garden City,KS,OUT OF STATE,Pet Transporter,3/2/2026
Fins & Feathers LLC,N/A,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Fins & Feathers LLC,N/A,Colorado Springs,CO,EL PASO,Retail / Wholesale of Pet Animals,3/2/2026
Fins & Feathers LLC,N/A,Colorado Springs,CO,EL PASO,Bird Breeder,3/2/2026
Fins & Feathers LLC,N/A,Colorado Springs,CO,EL PASO,Pet Animal Sanctuary,3/2/2026
Fins & Feathers LLC,N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Fins & Feathers LLC,N/A,Colorado Springs,CO,EL PASO,Bird Band,3/2/2026
Fire Hydrant Lane Mobile Dog Grooming LLC,Fire Hydrant Lane Mobile Dog Grooming,Firestone,CO,WELD,Pet Grooming Facility - Mobile Groomer,3/2/2026
Firestone Australian Shepherds,N/A,Berthoud,CO,LARIMER,Small Scale Dog Breeder,3/2/2026
Fi's Pet Grooming,N/A,Durango,CO,LA PLATA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Fitzgerald Holding Inc,Dogtopia of Woodmen Road,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Fitzgerald Holding Inc,Dogtopia of Woodmen Road,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Flash Dog Training, LLC",Flash Dog Training,Broomfield,CO,BROOMFIELD,Pet Boarding and/or Training,3/2/2026
"Flash Dog Training, LLC",Flash Dog Training,Broomfield,CO,BROOMFIELD,Pet Handler,3/2/2026
Flatiron Enterprises Ltd.,Alaska Pet Movers & Ship Your Pets,Colorado Springs,CO,EL PASO,Pet Transporter,3/2/2026
Flatirons Natural Pet Market LLC,Flatirons Natural Pet Market & Wash,Boulder,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Florissant Kennels & Grooming, Inc.",N/A,Florissant,CO,TELLER,Pet Boarding and/or Training,3/2/2026
Fluffy Paws,N/A,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Flying Shepherd Ranch,Flying Shepherd Ranch,Durango,CO,LA PLATA,Pet Transporter,3/2/2026
Foothills Animal Shelter,N/A,Golden,CO,JEFFERSON,Pet Animal Large Shelter,3/2/2026
Foothills Animal Shelter,N/A,Golden,CO,JEFFERSON,Bird Band,3/2/2026
Foothills Mobile Dog Grooming LLC,N/A,Lakewood,CO,JEFFERSON,Pet Grooming Facility - Mobile Groomer,3/2/2026
"For Pets' Sake, Inc.",N/A,Cortez,CO,MONTEZUMA,Pet Animal Large Rescue,3/2/2026
"For the Love of Dog, LLC",N/A,Denver,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
"For the Love of Dog, LLC",N/A,Denver,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Ford County Humane Society, Inc.",N/A,Dodge City,KS,OUT OF STATE,Pet Transporter,3/2/2026
Forever Homes Animal Rescue,N/A,Alamogordo,NM,OUT OF STATE,Pet Transporter,3/2/2026
Forgotten Felines Rescue,N/A,Aurora,CO,ARAPAHOE,Pet Animal Large Rescue,3/2/2026
Forr Paws,N/A,Greeley,CO,WELD,Pet Grooming Facility - Mobile Groomer,3/2/2026
"Fort Collins Dog, LLC",Dogtopia Fort Collins,Fort Collins,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
"Fort Collins Dog, LLC",Dogtopia Fort Collins,Fort Collins,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Fort Lupton Police Department,N/A,Fort Lupton,CO,WELD,Pet Animal Small Shelter,3/2/2026
Fort Morgan Humane Society,N/A,Fort Morgan,CO,MORGAN,Pet Animal Small Shelter,3/2/2026
Foster Kitten Mama Rescue,N/A,Castle Rock,CO,DOUGLAS,Pet Animal Small Shelter,3/2/2026
Four Corners Animal League,n/a,Valdez,NM,OUT OF STATE,Pet Transporter,3/2/2026
Four Elements LLC,Steamboat Dog Spa,Steamboat Springs,CO,ROUTT,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Four Leggeds LLC,Murph's Mobile Doggie Spa,Littleton,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026
Four Paws & CO.,N/A,Longmont,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Four Paws Boarding,Four Paws Boarding and Grooming,Fruita,CO,MESA,Pet Boarding and/or Training,3/2/2026
Four Paws Boarding,Four Paws Boarding and Grooming,Fruita,CO,MESA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Four Paws Grooming LLC,N/A,Morrison,CO,JEFFERSON,Pet Grooming Facility - Mobile Groomer,3/2/2026
"Four Paws Pet Grooming, LLC",Faux Paws Pet Grooming,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Fox Run Veterinary Hospital,N/A,Monument,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Frances Owens,Fran's Grooming Shop,Greeley,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Freedom Service Dogs, Inc.",N/A,Englewood,CO,ARAPAHOE,Small Scale Dog Breeder,3/2/2026
"Freedom Service Dogs, Inc.",N/A,Englewood,CO,ARAPAHOE,Pet Transporter,3/2/2026
French Bred Frenchies,N/A,Hudson,CO,WELD,Small Scale Dog Breeder,3/2/2026
"Frenchies Naturally, LLC",The French Bulldog of Colorado,Coloraod Springs,CO,EL PASO,Small Scale Dog Breeder,3/2/2026
Friendly Hills Ventures Corp.,Denver Foothills Woofies,Morrison,CO,JEFFERSON,Pet Grooming Facility - Mobile Groomer,3/2/2026
Friends for Life; Holistic Pet Training,Friends for Life; Holistic Pet Training & Educational Center,Evergreen,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
Friends for Life; Holistic Pet Training,Friends for Life; Holistic Pet Training & Educational Center,Evergreen,CO,JEFFERSON,Pet Handler,3/2/2026
Friends of Mountainair Animal Shelter,N/A,Mountainair,NM,OUT OF STATE,Pet Transporter,3/2/2026
Friends of Retired Greyhounds,N/A,Denver,CO,DENVER,Pet Animal Small Rescue,3/2/2026
"Friends of Roswell Animals, Inc. FORA",N/A,Roswell,NM,OUT OF STATE,Pet Transporter,3/2/2026
From Forgotten to Forever Transport,N/A,Walsenburg,CO,HUERFANO,Pet Animal Small Shelter,3/2/2026
Front Range Freedom Rescue,N/A,Lakewood,CO,JEFFERSON,Pet Animal Large Rescue,3/2/2026
"Front Range German Shepherd Rescue, Inc",N/A,Denver,CO,DENVER,Pet Animal Large Rescue,3/2/2026
Front Range Natural Pet,N/A,FORT COLLINS,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Front Range Pet Supply LLC,EarthWise Pet,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Self Wash Facility,3/2/2026
"FT Pets, LLC",Fresh Tracks Pet Shoppe,Avon,CO,EAGLE,Pet Grooming Facility - Self Wash Facility,3/2/2026
Full Pawtential Dog Training LLC,N/A,Highlands Ranch,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026
"Fur & Feathers Pet Grooming, Inc.",N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Fur Baby Pet Grooming,Grooming,Dolores,CO,DOLORES,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Fur Sure Grooming Co,N/A,Platteville,CO,WELD,Pet Grooming Facility - Mobile Groomer,3/2/2026
Fur Tamer Mobile Grooming,N/A,Montrose,CO,MONTROSE,Pet Grooming Facility - Mobile Groomer,3/2/2026
Furbabies pet salon inc,N/A,COLORADO SPRINGS,CO,EL PASO,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
Furbubble LLC,Furbubble,Denver,CO,DENVER,Pet Grooming Facility - Mobile Groomer,3/2/2026
"FurEver Furry Pet Care Services, LLC",N/A,Parker,CO,DOUGLAS,Pet Handler,3/2/2026
"FurEver Furry Pet Care Services, LLC",N/A,Parker,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Fureverdog Rescue,Fureverdog Rescue and Boarding,Fort Lupton,CO,WELD,Pet Boarding and/or Training,3/2/2026
Fureverdog Rescue,Fureverdog Rescue and Boarding,Fort Lupton,CO,WELD,Pet Animal Small Shelter,3/2/2026
Furry Paws Care LLC,N/A,Englewood,CO,ARAPAHOE,Pet Handler,3/2/2026
Furry Tails LLC,Furry Tail Pet Grooming,Thornton,CO,ADAMS,Pet Grooming Facility - Mobile Groomer,3/2/2026
Furtastic Mobile Grooming,N/A,Denver,CO,ADAMS,Pet Grooming Facility - Mobile Groomer,3/2/2026
Furtastic Pet Grooming,N/A,Golden,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Furzzaflyin Pet Salon,N/A,Thornton,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Fuzzy Pets Grooming,N/A,Elizabeth,CO,ELBERT,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Garden of the Dawgs,N/A,Arvada,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
Gayle King,N/A,Golden,CO,JEFFERSON,Small Scale Dog Breeder,3/2/2026
Gemba LLC,Hounds town Erie,Frederick,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Gemba LLC,Hounds town Erie,Frederick,CO,WELD,Pet Boarding and/or Training,3/2/2026
George DeLeff,DeLeff Kennels,Delta,CO,DELTA,Pet Boarding and/or Training,3/2/2026
George DeLeff,DeLeff Kennels,Delta,CO,DELTA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Georgia Mountrakis,Every Creature Caravan,Fort Lupton,CO,WELD,Pet Transporter,3/2/2026
Gerald L. Walker,Elcanan Labradors & Avondale Pet Care Center,Peyton,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Geri's Mobile Grooming,N/A,Fort Collins,CO,LARIMER,Pet Grooming Facility - Mobile Groomer,3/2/2026
Gerris grooming llc,Dog grooming,Colorado springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Get Along Little Doggie Dog Training LLC,N/A,Grand Lake,CO,GRAND,Pet Boarding and/or Training,3/2/2026
Get Along Little Doggie Dog Training LLC,N/A,Grand Lake,CO,GRAND,Pet Handler,3/2/2026
"Gidget's Grooming, LLC",Gidget's Grooming,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Gigi's Groom & Board LLC,Gigi's Grooming,Elizabeth,CO,ELBERT,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Gigi's Groom & Board LLC,Gigi's Grooming,Elizabeth,CO,ELBERT,Pet Boarding and/or Training,3/2/2026
Gina A Bryan,Going Poodles,Pueblo,CO,PUEBLO,Small Scale Dog Breeder,3/2/2026
"Gina Puppy Love, LLC",N/A,Aurora,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Gini's Dog Palace LLC,N/A,Calhan,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Give A Dog A Bath LLC,Scenthound - Centennial West,Centennial,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Give A Dog A Bath LLC,Scenthound Smoky Hill,Centennial,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Give A Dog A Bath, LLC",Scenthound Littleton,Littleton,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Gloria Craig LLC,Dean's Groom Shop,Littleton,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Gold Paw Grooming,Gold Paw Grooming,Firestone,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Gold Valley Farrier and Pet Grooming LLC,N/A,Pueblo West,CO,PUEBLO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Golden Grooming LLC,Zoomin Groomin,Denver,CO,ADAMS,Pet Grooming Facility - Mobile Groomer,3/2/2026
Golden Grooms LLC,N/A,Brighton,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Golden Heart Canine LLC,N/A,Olathe,CO,MONTROSE,Pet Boarding and/or Training,3/2/2026
Golden Mountain Farm,N/A,Fort Collins,CO,LARIMER,Small Scale Dog Breeder,3/2/2026
"Golden Retriever Freedom Rescue, Inc.",Golden Retriever Freedom Rescue,Lakewood,CO,JEFFERSON,Pet Animal Large Rescue,3/2/2026
Golden Retriever Rescue of the Rockies,N/A,Arvada,CO,JEFFERSON,Pet Animal Small Shelter,3/2/2026
GOLDEN THERAPY,Golden Therapy,Berthoud,CO,LARIMER,Small Scale Dog Breeder,3/2/2026
"Gone Wild Pet & Supply, LLC",Gone Wild Pet & Supply,Lafayette,CO,BOULDER,Pet Boarding and/or Training,3/2/2026
"Gone Wild Pet & Supply, LLC",Gone Wild Pet & Supply,Lafayette,CO,BOULDER,Retail / Wholesale of Pet Animals,3/2/2026
"Gone Wild Pet & Supply, LLC",Gone Wild Pet & Supply,Lafayette,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Good Dog,Good Dog Mantiou Dog Grooming,Manitou Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Good Dog, DYNO LLC",N/A,Lakewood,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
"Good Dog, DYNO LLC",N/A,Lakewood,CO,JEFFERSON,Pet Handler,3/2/2026
Good Times Adventures LLC,Good Times Adventures,Breckenridge,CO,SUMMIT,Commercial Pet Animal Facility,3/2/2026
Good Vibes Grooming LLC,N/A,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Goode Dog Spa,Goode Dog Spa,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Grace N Faith Doodles,N/A,Peyton,CO,EL PASO,Small Scale Dog Breeder,3/2/2026
Grace Nichols,Royalty's Farm,Elizabeth,CO,ELBERT,Small Scale Dog Breeder,3/2/2026
Grand Central Grooming,N/A,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Grand Central Grooming LLC,N/A,Longmont,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Grand County Animal Shelter,N/A,Granby,CO,GRAND,Pet Animal Small Shelter,3/2/2026
Grand Junction Groomery,Grand Junction Groomery,Glade Park,CO,MESA,Independent Contractor (IC) Pet Groomer,3/2/2026
Grand Rivers Humane Society,N/A,Grand Junction,CO,MESA,Pet Animal Large Rescue,3/2/2026
Grateful Dogg,N/A,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Grateful Groomers LLC,N/A,Boulder,CO,BOULDER,Pet Grooming Facility - Mobile Groomer,3/2/2026
Gray Muzzle Society,N/A,Lakewood,CO,JEFFERSON,Pet Animal Small Rescue,3/2/2026
"Great Grooms, Inc.",N/A,Aurora,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Great Plains Angels for Animals,N/A,Liberal,KS,OUT OF STATE,Pet Transporter,3/2/2026
Great Pyrenees Rescue & Sanctuary,Great Pyrenees Rescue ( Pyrescue ),Peyton,CO,EL PASO,Pet Animal Small Shelter,3/2/2026
"Green Acres B & B, LLC",Green Acres B & B Boarding,Loveland,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
Green Car Wash,Green Car Wash and Dog Wash,Littleton,CO,JEFFERSON,Pet Grooming Facility - Self Wash Facility,3/2/2026
Greg P. Sage,Select Aquatics of Erie CO,Erie,CO,WELD,Retail / Wholesale of Pet Animals,3/2/2026
Grey Ghost Weimaraner Rescue,N/A,Monument,CO,EL PASO,Pet Animal Small Rescue,3/2/2026
"Groom with a View, LLC",N/A,Westcliffe,CO,CUSTER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Groombuggy Inc,Barkbus,Denver,CO,ADAMS,Pet Grooming Facility - Mobile Groomer,3/2/2026
Groombusters LLC,N/A,Pueblo,CO,PUEBLO,Pet Grooming Facility - Mobile Groomer,3/2/2026
Groomed By Kelly,N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
Grooming by aly llc.,Pet grooming,Centennial,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Grooming By Bri LLC,N/A,Loveland,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Grooming by Dee,N/A,Broomfield,CO,BROOMFIELD,Independent Contractor (IC) Pet Groomer,3/2/2026
Grooming by Lauren Ltd,N/A,Greeley,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Grooming by Solange,N/A,Thornton,CO,ADAMS,Independent Contractor (IC) Pet Groomer,3/2/2026
Grooming Gray Style LLC,Happy Paws,Morrison,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Groomingdale Pet Spa LLC,N/A,Thornton,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Groomingdales Salon and Boutique LLC,N/A,Lamar,CO,PROWERS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Grooms By Cait LLC,N/A,Littleton,CO,JEFFERSON,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
Grooms by Shannon LLC,Country Paws Kennel,Fort Lupton,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Groomtopia, LLC",Groomtopia,Loveland,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Groovy Grooms LLC,N/A,DENVER,CO,DENVER,Pet Grooming Facility - Mobile Groomer,3/2/2026
GTC and TCP Family Inc,Zoomin Groomin-East Boulder,Superior,CO,BROOMFIELD,Pet Grooming Facility - Mobile Groomer,3/2/2026
"Gunnison Valley Animal Welfare League, Inc.",Sue MacAllister Animal Shelter and Adoption Center,Gunnison,CO,GUNNISON,Pet Animal Small Shelter,3/2/2026
"Gunnison Veterinary Clinic, Inc.",Critter Sitters & Gunnison Vet Clinic,Gunnison,CO,GUNNISON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Gunnison Veterinary Clinic, Inc.",Critter Sitters & Gunnison Vet Clinic,Gunnison,CO,GUNNISON,Pet Boarding and/or Training,3/2/2026
Hailey Domann,N/A,Montrose,CO,MONTROSE,Independent Contractor (IC) Pet Groomer,3/2/2026
Hailey Houghton,Bailey's Bath,Pueblo west,CO,PUEBLO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Hair of the Dog Grooming Salon LLC,N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Hair of the Dog Mobile Dog Grooming, LLC",N/A,Longmont,CO,BOULDER,Pet Grooming Facility - Mobile Groomer,3/2/2026
Hairy Pupper LLC,N/A,Breckenridge,CO,SUMMIT,Pet Grooming Facility - Mobile Groomer,3/2/2026
Hairy Pupper LLC,N/A,Breckenridge,CO,SUMMIT,Independent Contractor (IC) Pet Groomer,3/2/2026
Halee's Puppy Love LLC,Dog Grooming,Centennial,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Haley McCann,Haley McCann,Longmont,CO,BOULDER,Independent Contractor (IC) Pet Groomer,3/2/2026
Hank & Rip Ventures LLC,Rips Vroom & Groom,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Mobile Groomer,3/2/2026
Hannah Dickinson,Groomed By Hannah,Denver,CO,DENVER,Independent Contractor (IC) Pet Groomer,3/2/2026
Hannah L Yiannos,"Blue Diamond,Blue Diamond Bordeaux,Muphy Creek Ranch & Rentals",Aurora,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
Hannah Raymond,Shag Professional Pet Grooming,Denver,CO,ADAMS,Independent Contractor (IC) Pet Groomer,3/2/2026
"Happy Barks, LLC",Pawdner's Pet Resort,ENGLEWOOD,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
Happy Buddy Grooming,Happy Buddy Cherry Hills,Englewood,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Happy Buddy Grooming, LLC",Happy Buddy Grooming,Englewood,CO,ARAPAHOE,Pet Grooming Facility - Mobile Groomer,3/2/2026
"Happy Cat Retreat, LLC",N/A,Fort Collins,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
Happy Cats Haven Inc,N/A,Manitou Springs,CO,EL PASO,Pet Animal Small Shelter,3/2/2026
Happy Dog Day Care LLC,N/A,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026
Happy Dog Day Care LLC,N/A,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Happy Dog Grooming,N/A,Gypsum,CO,EAGLE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Happy Dog LLC,Gunbarrel Grooming,Boulder,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Happy Hounds Dog Training, LLC",N/A,Aurora,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
Happy Hounds Rescue Inc.,N/A,Empire,CO,CLEAR CREEK,Pet Animal Small Rescue,3/2/2026
"Happy Hounds, LLC",Happy Hounds Dog Care Center,Longmont,CO,WELD,Pet Boarding and/or Training,3/2/2026
Happy Paws Grooming,N/A,Centennial,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
